"pathway","lfc","se","W","p_val","q_val","diff"
"PWY-7039: phosphatidate metabolism, as a signaling molecule",-0.131026465986968,0.237861879874046,-0.550851048752957,0.598867890768794,0.785002505467202,FALSE
"GALACTITOLCAT-PWY: galactitol degradation",0.121298947937279,0.224628342815003,0.539998409894234,0.605942681829786,0.785781285260552,FALSE
"PWY-6557: glycosaminoglycan-protein linkage region biosynthesis",-0.109990574716416,0.202055015330382,-0.54435953760697,0.603094165073568,0.785781285260552,FALSE
"PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II",-0.176656157305682,0.314951033416834,-0.560900389464288,0.604797195400703,0.785781285260552,FALSE
"PWY66-201: nicotine degradation IV",0.126050847015594,0.230420806748906,0.547046288024477,0.601342969558837,0.785781285260552,FALSE
"PWY-6309: L-tryptophan degradation XI (mammalian, via kynurenine)",0.131027095134547,0.244366695075692,0.536190478387252,0.608435900442458,0.786910431238912,FALSE
"PWY-7832: ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide",-0.134206315958106,0.254519628970352,-0.527292596256846,0.614283498902413,0.792360364275718,FALSE
"PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)",-0.0898382335010017,0.176777546503263,-0.508199345890026,0.626933026221083,0.798064350963845,FALSE
"PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)",-0.0898382335010017,0.176777546503263,-0.508199345890026,0.626933026221083,0.798064350963845,FALSE
"PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)",-0.0898382335010017,0.176777546503263,-0.508199345890026,0.626933026221083,0.798064350963845,FALSE
"PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)",-0.0898382335010017,0.176777546503263,-0.508199345890026,0.626933026221083,0.798064350963845,FALSE
"PWY-7800: Ac/N-end rule pathway",-0.0943537292400136,0.18465549532542,-0.510971683099564,0.625087798762895,0.798064350963845,FALSE
"PWY-5392: reductive TCA cycle II",0.157904092391833,0.317187421082512,0.497825833864819,0.633862843100526,0.803220542316333,FALSE
"PWY-7840: gala-series glycosphingolipids biosynthesis",-0.0943527663078345,0.18977599081278,-0.497179679598757,0.634295809705475,0.803220542316333,FALSE
"PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)",0.116951211480273,0.236292529957599,0.494942482952207,0.638240667602011,0.806111259861915,FALSE
"PWY-622: starch biosynthesis",0.170786937625774,0.355997406128705,0.479742084311787,0.646037723200156,0.813839729226171,FALSE
"PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I",-0.16884831810515,0.347700550606296,-0.48561418096901,0.64777217118102,0.813910629592732,FALSE
"PWY-5872: ubiquinol-10 biosynthesis (late decarboxylation)",-0.0978555869268252,0.207524690888455,-0.47153708075837,0.651600648684847,0.816605464114085,FALSE
"PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III",0.0458248084335002,0.101115092604321,0.453194545475221,0.664122708193156,0.828723564569508,FALSE
"PWY-6569: chondroitin sulfate biosynthesis",-0.111700658376431,0.246922586719344,-0.452371165637399,0.664687560036162,0.828723564569508,FALSE
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II",0.0487751431153323,0.109171985629014,0.446773435825186,0.668533871529668,0.831381865876639,FALSE
"PENTOSE-P-PWY: pentose phosphate pathway",-0.0760217997642441,0.172054214904442,-0.441847936166319,0.67192713615384,0.833464606226631,FALSE
"PWY-7836: ganglio-series glycosphingolipids biosynthesis",0.0872875380585731,0.198652478995782,0.439398181688064,0.675756395065006,0.836076152057469,FALSE
"HISDEG-PWY: L-histidine degradation I",0.0684016947962213,0.160862869704752,0.425217422278778,0.683444536572299,0.839331180621119,FALSE
"PWY-6572: chondroitin sulfate degradation I (bacterial)",0.121266221325861,0.282500658836403,0.429259959340792,0.68063641109196,0.839331180621119,FALSE
"PWY-6595: superpathway of guanosine nucleotides degradation (plants)",-0.148647205361525,0.349738346331155,-0.425024041317952,0.683579002773901,0.839331180621119,FALSE
"PWY-6030: serotonin and melatonin biosynthesis",-0.126207033936241,0.299433837170325,-0.421485544616159,0.688083239823146,0.840605469305355,FALSE
"PWY-7979: protein O-mannosylation III (mammals, core M3)",0.109136085501467,0.260152098915331,0.419508764128734,0.687419182481681,0.840605469305355,FALSE
"FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation",0.0765073933853207,0.186157434864812,0.410982206758921,0.702149738291205,0.852253819021336,FALSE
"P101-PWY: ectoine biosynthesis",0.174091355738399,0.43384619006846,0.401274368021828,0.700185493415036,0.852253819021336,FALSE
"PWY-6607: guanosine nucleotides degradation I",-0.139579792840353,0.351205011510856,-0.397431096554951,0.702889747646463,0.852253819021336,FALSE
"PWY-4041: &gamma;-glutamyl cycle",0.0511432568804115,0.130810086605401,0.390973343169545,0.707444025145064,0.853771120892402,FALSE
"PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis",0.117911611437169,0.301822852731282,0.390664955851263,0.707661836286074,0.853771120892402,FALSE
"P562-PWY: myo-inositol degradation I",0.0920078146483383,0.243849007096019,0.377314698731207,0.721424605903644,0.866066667978385,FALSE
"PWY-6571: dermatan sulfate biosynthesis",-0.0891663110604435,0.239991602397237,-0.371539296249434,0.721226741387524,0.866066667978385,FALSE
"PWY-6367: D-myo-inositol-5-phosphate metabolism",-0.101914282622167,0.277733448031819,-0.366949977917283,0.724498027697196,0.866292635765639,FALSE
"PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)",0.0415136451483214,0.113429265432841,0.365987075644959,0.725185175506906,0.866292635765639,FALSE
"PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis",-0.0935218389764696,0.265886666957776,-0.351735722766878,0.735386692102799,0.873824459150602,FALSE
"PWY-7574: propanoyl-CoA degradation II",-0.0940439688973063,0.258280968250116,-0.364114977322818,0.734203115611491,0.873824459150602,FALSE
"VALDEG-PWY: L-valine degradation I",0.067730259159102,0.192433752298242,0.351966629295524,0.736895265551745,0.873824459150602,FALSE
"PWY0-845: superpathway of pyridoxal 5-phosphate biosynthesis and salvage",-0.0332349052460093,0.0963426907880344,-0.344965507753257,0.740253296642908,0.87461133795181,FALSE
"PWY66-375: leukotriene biosynthesis",0.08920144078126,0.257821365327099,0.345981570100251,0.741165484326173,0.87461133795181,FALSE
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II",-0.03945742839014,0.120899568121989,-0.326365337801099,0.753688779455573,0.881109761741494,FALSE
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II",-0.03945742839014,0.120899568121989,-0.326365337801099,0.753688779455573,0.881109761741494,FALSE
"PWY-7527: L-methionine salvage cycle III",-0.0852885378144568,0.257530937108684,-0.331177833513893,0.753939280665402,0.881109761741494,FALSE
"PWY66-394: aspirin triggered resolvin E biosynthesis",0.0899048075449088,0.273764883457914,0.328401533495913,0.753766498334664,0.881109761741494,FALSE
"PWY-6372: 1D-myo-inositol hexakisphosphate biosynthesis IV (Dictyostelium)",0.0576645767334663,0.177711279764608,0.324484618026764,0.756585591891776,0.882076952085364,FALSE
"POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)",0.0286862591064969,0.0929506354970902,0.308618213884024,0.766594027011678,0.890767803470134,FALSE
"PWY-7118: chitin deacetylation",0.0468782809805726,0.152656080827545,0.307084268942623,0.767713282166012,0.890767803470134,FALSE
"PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis",0.10405553229891,0.352242232513946,0.295409018834191,0.776251523489239,0.896385687838764,FALSE
"PWY-7894: procollagen hydroxylation and glycosylation",-0.0787855050783986,0.26454407970538,-0.297816171755351,0.774488382174381,0.896385687838764,FALSE
"PWY-5913: partial TCA cycle (obligate autotrophs)",0.0342210825658544,0.117398078647909,0.291496104195091,0.779120590562084,0.897561725469385,FALSE
"HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)",0.0770104120703152,0.273852015531188,0.281211777539555,0.786678885778975,0.898183924771521,FALSE
"PPGPPMET-PWY: ppGpp metabolism",0.0492889153381354,0.17719089383928,0.278168444608912,0.78892031330447,0.898183924771521,FALSE
"PWY-6855: chitin degradation I (archaea)",0.0617083280330919,0.218971995918668,0.281809223020517,0.786239118443181,0.898183924771521,FALSE
"PWY0-781: aspartate superpathway",0.0667813702372995,0.233171305102966,0.286404753825988,0.782859251167175,0.898183924771521,FALSE
"TEICHOICACID-PWY: poly(glycerol phosphate) wall teichoic acid biosynthesis",0.10193632245848,0.364776985856653,0.279448338055346,0.787977403718595,0.898183924771521,FALSE
"PWY-6562: norspermidine biosynthesis",-0.0767189589770611,0.284147791506767,-0.269996675216932,0.794949414516081,0.902928491897656,FALSE
"CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)",0.0515817544306201,0.192669104225081,0.267721981882268,0.797878796302039,0.904138355622638,FALSE
"PWY-6565: superpathway of polyamine biosynthesis III",-0.0789343008236296,0.300135015708454,-0.262995974119544,0.80012650243187,0.904571919998734,FALSE
"PWY-I9: L-cysteine biosynthesis VI (from L-methionine)",-0.0453431558872014,0.181824395934934,-0.249378834199056,0.810227206363695,0.913860918805564,FALSE
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",-0.07199776436933,0.320046903341278,-0.224960040599287,0.833035491986619,0.918954250923433,FALSE
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation",-0.0846590437478001,0.359455012967916,-0.235520553876255,0.820546736655882,0.918954250923433,FALSE
"PWY-6948: sitosterol degradation to androstenedione",0.0371849022362831,0.165019321127324,0.22533665744263,0.828154653131717,0.918954250923433,FALSE
"PWY-7347: sucrose biosynthesis III",-0.0818168666061651,0.34323719109654,-0.238368302528012,0.819527710798219,0.918954250923433,FALSE
"PWY-7411: phosphatidate biosynthesis (yeast)",0.0732738485159926,0.310287949080883,0.236147903046316,0.821172697430293,0.918954250923433,FALSE
"PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)",-0.0432522596783562,0.198456590304444,-0.217943176449845,0.833690454446001,0.918954250923433,FALSE
"PWY-7831: ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide",-0.0572263467489805,0.253898144969725,-0.22539096044126,0.828114032542558,0.918954250923433,FALSE
"PWY-7839: lacto-series glycosphingolipids biosynthesis",-0.0339266389610743,0.153367166470994,-0.221211878277028,0.831241774954111,0.918954250923433,FALSE
"PWY-922: mevalonate pathway I (eukaryotes and bacteria)",-0.0437481524456,0.195134870310798,-0.224194437293143,0.831479259035187,0.918954250923433,FALSE
"SUCSYN-PWY: sucrose biosynthesis I (from photosynthesis)",-0.0791747431236675,0.341402310049661,-0.2319103907415,0.82431482608953,0.918954250923433,FALSE
"PWY6666-2: dopamine degradation",-0.0566739012444016,0.268523607178653,-0.211057425601674,0.838855218912212,0.920463305819961,FALSE
"URSIN-PWY: ureide biosynthesis",0.0580988259467471,0.271201227765366,0.214227739400251,0.837464436374964,0.920463305819961,FALSE
"P221-PWY: octane oxidation",-0.0335626243407976,0.17978445910729,-0.186682567044176,0.857204725940141,0.921318847826732,FALSE
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",0.0442609990332713,0.238729859904512,0.185402023236536,0.858171460224447,0.921318847826732,FALSE
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",-0.0380288185656096,0.190421830007655,-0.199708292710352,0.847386306967224,0.921318847826732,FALSE
"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)",-0.0368497680228454,0.189244623375468,-0.194720290413399,0.85327669651629,0.921318847826732,FALSE
"PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)",-0.0769099969387061,0.424423419196411,-0.181210539899813,0.861337597061906,0.921318847826732,FALSE
"PWY-6596: adenosine nucleotides degradation I",0.0485962182160021,0.270332458233914,0.179764644369684,0.862430426625435,0.921318847826732,FALSE
"PWY-6876: isopropanol biosynthesis (engineered)",-0.0403180245022995,0.212310970964359,-0.189900805969503,0.854776311142928,0.921318847826732,FALSE
"PWY-6920: 6-gingerol analog biosynthesis (engineered)",-0.0761844910410141,0.387093221726666,-0.196811741371202,0.84956720155987,0.921318847826732,FALSE
"PWY-7209: superpathway of pyrimidine ribonucleosides degradation",0.0654629017002716,0.330193136093411,0.198256397679182,0.848479301465901,0.921318847826732,FALSE
"PWY-7283: wybutosine biosynthesis",0.0456118939114692,0.249265633963837,0.182985087780237,0.859996812480638,0.921318847826732,FALSE
"PWY-7511: protein ubiquitination",-0.0425181929125001,0.216546850834272,-0.196346392241188,0.849917708247562,0.921318847826732,FALSE
"PWY66-301: catecholamine biosynthesis",-0.0382930269948819,0.212694277740479,-0.180037880669293,0.862223885684022,0.921318847826732,FALSE
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",-0.0392048320625071,0.242683915018255,-0.161546891393927,0.876226542390131,0.929912194877929,FALSE
"PWY-7426: complex N-linked glycan biosynthesis (vertebrates)",-0.0333318510463828,0.204587994473567,-0.162921832887361,0.875183635047351,0.929912194877929,FALSE
"UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)",0.0625866189730822,0.382043590228498,0.163820623022754,0.874502037047144,0.929912194877929,FALSE
"PWY-5497: purine nucleobases degradation II (anaerobic)",-0.0269150636725494,0.170422706801091,-0.157931206338386,0.87897033023496,0.930787358436584,FALSE
"PWY-5918: superpathway of heme b biosynthesis from glutamate",0.0310184973062807,0.22558666020978,0.137501469623406,0.894505960448353,0.939899411679676,FALSE
"PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)",-0.0336948656375702,0.258724829481147,-0.130234371803984,0.900044552517769,0.939899411679676,FALSE
"PWY-6313: serotonin degradation",0.0474577180685366,0.364219830323247,0.130299654542197,0.899994770413583,0.939899411679676,FALSE
"PWY-6554: 1D-myo-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)",0.0297449435401876,0.218415731021759,0.136184987230724,0.896129453818335,0.939899411679676,FALSE
"PWY-6733: sporopollenin precursors biosynthesis",-0.0418181125754612,0.292519922869919,-0.142958169020362,0.890351283359333,0.939899411679676,FALSE
"PWY-7528: L-methionine salvage cycle I (bacteria and plants)",-0.0447605615238821,0.331541655166592,-0.135007353755868,0.897872634192039,0.939899411679676,FALSE
"PWY-7838: globo-series glycosphingolipids biosynthesis",0.0202541532959331,0.160420317831321,0.126256783241323,0.903078609985008,0.939899411679676,FALSE
"PWY-8052: 2-arachidonoylglycerol biosynthesis",-0.0348827197297882,0.274522121438903,-0.127067063109345,0.902460395397737,0.939899411679676,FALSE
"HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)",-0.0372272294927145,0.301039875666571,-0.123662120874468,0.905058727657908,0.939943218231446,FALSE
"PWY-4061: glutathione-mediated detoxification I",-0.0263581351586113,0.236711122626501,-0.111351485583552,0.915669484019151,0.942624709878411,FALSE
"PWY-6859: all-trans-farnesol biosynthesis",-0.0111257876456949,0.0988009097239582,-0.112608149831611,0.913502508755691,0.942624709878411,FALSE
"PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP",-0.0119431697406791,0.108581546828029,-0.109992628485894,0.915502221779666,0.942624709878411,FALSE
"PWY-7420: monoacylglycerol metabolism (yeast)",0.0259049718141049,0.240829729543266,0.107565506398374,0.917358480541464,0.942624709878411,FALSE
"THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)",-0.0674241928119807,0.571344965021821,-0.118009603549067,0.909911559865178,0.942624709878411,FALSE
"PWY-6564: heparan sulfate biosynthesis",-0.0221075520363979,0.227728878825472,-0.0970783861511949,0.925385212593416,0.948862215872742,FALSE
"TRIGLSYN-PWY: diacylglycerol and triacylglycerol biosynthesis",-0.01512211571129,0.177522228232904,-0.0851843504997599,0.936208136241087,0.957934485394361,FALSE
"PWY-6362: 1D-myo-inositol hexakisphosphate biosynthesis II (mammalian)",-0.0109663849287836,0.208823187001969,-0.0525151688671437,0.959822990657163,0.977970904346059,FALSE
"PWY-6555: superpathway of 1D-myo-inositol hexakisphosphate biosynthesis (plants)",0.0107968800782345,0.20517317448957,0.052623254015029,0.959740388436581,0.977970904346059,FALSE
"COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I",-0.00848861960481412,0.232518316172703,-0.0365073158301612,0.971897125096809,0.985721138706677,FALSE
"PWY-5080: very long chain fatty acid biosynthesis I",-0.00961056704427598,0.279462398355324,-0.0343894817364896,0.97352665039278,0.985721138706677,FALSE
"PWY-6558: heparan sulfate biosynthesis (late stages)",-0.00755007948331296,0.219345486701811,-0.0344209475054159,0.973502438669944,0.985721138706677,FALSE
"PWY-7433: mucin core 1 and core 2 O-glycosylation",0.00750047196249845,0.253856230371677,0.0295461409456716,0.977253758847279,0.987433485501939,FALSE
"PWY-822: fructan biosynthesis",-0.00548956866283833,0.23275368254889,-0.023585313893735,0.981841635526808,0.990006638732852,FALSE
"PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I",0.00164956214528825,0.10669450522091,0.0154606101023934,0.988096136547059,0.992895197275835,FALSE
"PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV",0.00154126259910933,0.105962599172553,0.0145453453496312,0.988800784091193,0.992895197275835,FALSE
"PWY-6901: superpathway of glucose and xylose degradation",-0.000586944231596529,0.151463506068097,-0.00387515281293332,0.997016207127377,0.999076157968549,FALSE
"PWY-2201: folate transformations I",0.000182573450749257,0.214556813515059,0.000850932896318591,0.999344796309737,0.999344796309737,FALSE
