"Species","KO","Correlation","FDR","Abs_Correlation","Species_short"
"Enterocloster clostridioformis","K02963",-0.5,0.489858220652453,0.5,"Enterocloster clostridioformis"
"Faecalibaculum rodentium","K03704",-0.5,0.489858220652453,0.5,"Faecalibaculum rodentium"
"Mucispirillum schaedleri","K02952",0.5,0.489858220652453,0.5,"Mucispirillum schaedleri"
"Duncaniella sp. B8","K02956",0.5,0.489858220652453,0.5,"Duncaniella sp. B8"
"Muribaculum gordoncarteri","K03497",-0.5,0.489858220652453,0.5,"Muribaculum gordoncarteri"
"Staphylococcus aureus","K03497",-0.5,0.489858220652453,0.5,"Staphylococcus aureus"
"Enterococcus faecalis","K02358",0.5,0.489858220652453,0.5,"Enterococcus faecalis"
"Enterococcus faecalis","K02909",0.5,0.489858220652453,0.5,"Enterococcus faecalis"
"Duncaniella sp. B8","K02994",-0.5,0.489858220652453,0.5,"Duncaniella sp. B8"
"Paramuribaculum intestinale","K02994",-0.5,0.489858220652453,0.5,"Paramuribaculum intestinale"
"Mediterraneibacter gnavus","K02994",0.5,0.489858220652453,0.5,"Mediterraneibacter gnavus"
"Ihubacter sp. rT4E-8","K02867",0.5,0.489858220652453,0.5,"Ihubacter sp. rT4E-8"
"Duncaniella dubosii","K02988",-0.5,0.489858220652453,0.5,"Duncaniella dubosii"
"Paramuribaculum intestinale","K01154",-0.5,0.489858220652453,0.5,"Paramuribaculum intestinale"
"Flavonifractor plautii","K02992",0.5,0.489858220652453,0.5,"Flavonifractor plautii"
"Halomonas sp. N3-2A","K02904",-0.5,0.489858220652453,0.5,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02904",-0.5,0.489858220652453,0.5,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02904",-0.5,0.489858220652453,0.5,"Exiguobacterium sp. N4-1P"
"Duncaniella dubosii","K02356",0.5,0.489858220652453,0.5,"Duncaniella dubosii"
"Xanthomonas euvesicatoria","K00134",0.483333333333333,0.515027074767973,0.483333333333333,"Xanthomonas euvesicatoria"
"Faecalibaculum rodentium","K03881",-0.483333333333333,0.515027074767973,0.483333333333333,"Faecalibaculum rodentium"
"Acutalibacter muris","K04257",-0.483333333333333,0.515027074767973,0.483333333333333,"Acutalibacter muris"
"Mediterraneibacter gnavus","K02518",0.483333333333333,0.515027074767973,0.483333333333333,"Mediterraneibacter gnavus"
"Muribaculum intestinale","K02948",0.483333333333333,0.515027074767973,0.483333333333333,"Muribaculum intestinale"
"Muribaculum gordoncarteri","K02963",0.483333333333333,0.515027074767973,0.483333333333333,"Muribaculum gordoncarteri"
"Klebsiella pneumoniae","K02963",-0.483333333333333,0.515027074767973,0.483333333333333,"Klebsiella pneumoniae"
"[Clostridium] innocuum","K02963",-0.483333333333333,0.515027074767973,0.483333333333333,"[Clostridium] innocuum"
"Acutalibacter muris","K02914",0.483333333333333,0.515027074767973,0.483333333333333,"Acutalibacter muris"
"Blautia massiliensis (ex Durand et al. 2017)","K03169",0.483333333333333,0.515027074767973,0.483333333333333,"Blautia massiliensis (ex Durand et al. 2017)"
"Faecalibaculum rodentium","K03169",-0.483333333333333,0.515027074767973,0.483333333333333,"Faecalibaculum rodentium"
"Blautia massiliensis (ex Durand et al. 2017)","K02956",-0.483333333333333,0.515027074767973,0.483333333333333,"Blautia massiliensis (ex Durand et al. 2017)"
"Muribaculum intestinale","K02863",0.483333333333333,0.515027074767973,0.483333333333333,"Muribaculum intestinale"
"Bacteroides uniformis","K02884",0.483333333333333,0.515027074767973,0.483333333333333,"Bacteroides uniformis"
"Bacteroides faecium","K02884",0.483333333333333,0.515027074767973,0.483333333333333,"Bacteroides faecium"
"Enterocloster clostridioformis","K02884",-0.483333333333333,0.515027074767973,0.483333333333333,"Enterocloster clostridioformis"
"[Clostridium] innocuum","K07484",-0.483333333333333,0.515027074767973,0.483333333333333,"[Clostridium] innocuum"
"uncultured Alistipes sp.","K07484",0.483333333333333,0.515027074767973,0.483333333333333,"uncultured Alistipes sp."
"Enterocloster clostridioformis","K02988",0.483333333333333,0.515027074767973,0.483333333333333,"Enterocloster clostridioformis"
"Paramuribaculum intestinale","K02356",0.483333333333333,0.515027074767973,0.483333333333333,"Paramuribaculum intestinale"
"Enterococcus faecalis","K02356",-0.483333333333333,0.515027074767973,0.483333333333333,"Enterococcus faecalis"
"Mucispirillum schaedleri","K03205",0.483333333333333,0.515027074767973,0.483333333333333,"Mucispirillum schaedleri"
"uncultured Alistipes sp.","K03205",0.483333333333333,0.515027074767973,0.483333333333333,"uncultured Alistipes sp."
"Xanthomonas euvesicatoria","K10704",0.483333333333333,0.515027074767973,0.483333333333333,"Xanthomonas euvesicatoria"
"Xanthomonas euvesicatoria","K04257",0.466666666666667,0.530257360858379,0.466666666666667,"Xanthomonas euvesicatoria"
"Bacteroides uniformis","K02518",-0.466666666666667,0.530257360858379,0.466666666666667,"Bacteroides uniformis"
"Flavonifractor plautii","K02518",0.466666666666667,0.530257360858379,0.466666666666667,"Flavonifractor plautii"
"[Clostridium] scindens","K02256",0.466666666666667,0.530257360858379,0.466666666666667,"[Clostridium] scindens"
"Bacteroides faecium","K02256",-0.466666666666667,0.530257360858379,0.466666666666667,"Bacteroides faecium"
"Enterocloster clostridioformis","K02965",0.466666666666667,0.530257360858379,0.466666666666667,"Enterocloster clostridioformis"
"Bacteroides uniformis","K02003",-0.466666666666667,0.530257360858379,0.466666666666667,"Bacteroides uniformis"
"Mediterraneibacter gnavus","K02961",0.466666666666667,0.530257360858379,0.466666666666667,"Mediterraneibacter gnavus"
"Duncaniella sp. B8","K02954",-0.466666666666667,0.530257360858379,0.466666666666667,"Duncaniella sp. B8"
"Mediterraneibacter gnavus","K02963",-0.466666666666667,0.530257360858379,0.466666666666667,"Mediterraneibacter gnavus"
"Bacteroides faecium","K02946",0.466666666666667,0.530257360858379,0.466666666666667,"Bacteroides faecium"
"Duncaniella dubosii","K02004",-0.466666666666667,0.530257360858379,0.466666666666667,"Duncaniella dubosii"
"Halomonas sp. N3-2A","K03704",-0.466666666666667,0.530257360858379,0.466666666666667,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K03704",-0.466666666666667,0.530257360858379,0.466666666666667,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K03704",-0.466666666666667,0.530257360858379,0.466666666666667,"Exiguobacterium sp. N4-1P"
"Klebsiella pneumoniae","K02887",-0.466666666666667,0.530257360858379,0.466666666666667,"Klebsiella pneumoniae"
"Clostridium sp. 10cd*","K02887",-0.466666666666667,0.530257360858379,0.466666666666667,"Clostridium sp. 10cd*"
"Enterocloster clostridioformis","K02952",0.466666666666667,0.530257360858379,0.466666666666667,"Enterocloster clostridioformis"
"Blautia producta","K02956",-0.466666666666667,0.530257360858379,0.466666666666667,"Blautia producta"
"Enterocloster clostridioformis","K02956",-0.466666666666667,0.530257360858379,0.466666666666667,"Enterocloster clostridioformis"
"Xanthomonas euvesicatoria","K02358",-0.466666666666667,0.530257360858379,0.466666666666667,"Xanthomonas euvesicatoria"
"Xanthomonas euvesicatoria","K13625",0.466666666666667,0.530257360858379,0.466666666666667,"Xanthomonas euvesicatoria"
"Enterocloster bolteae","K07484",-0.466666666666667,0.530257360858379,0.466666666666667,"Enterocloster bolteae"
"Klebsiella pneumoniae","K07484",-0.466666666666667,0.530257360858379,0.466666666666667,"Klebsiella pneumoniae"
"Enterocloster clostridioformis","K07484",-0.466666666666667,0.530257360858379,0.466666666666667,"Enterocloster clostridioformis"
"Bacteroides faecium","K01154",-0.466666666666667,0.530257360858379,0.466666666666667,"Bacteroides faecium"
"Acutalibacter muris","K02992",0.466666666666667,0.530257360858379,0.466666666666667,"Acutalibacter muris"
"Faecalibaculum rodentium","K02992",0.466666666666667,0.530257360858379,0.466666666666667,"Faecalibaculum rodentium"
"Acutalibacter muris","K02904",0.466666666666667,0.530257360858379,0.466666666666667,"Acutalibacter muris"
"Clostridium sp. 10cd*","K02356",-0.466666666666667,0.530257360858379,0.466666666666667,"Clostridium sp. 10cd*"
"Blautia producta","K03205",0.466666666666667,0.530257360858379,0.466666666666667,"Blautia producta"
"Halomonas sp. N3-2A","K03205",-0.466666666666667,0.530257360858379,0.466666666666667,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K03205",-0.466666666666667,0.530257360858379,0.466666666666667,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K03205",-0.466666666666667,0.530257360858379,0.466666666666667,"Exiguobacterium sp. N4-1P"
"[Clostridium] innocuum","K03205",0.466666666666667,0.530257360858379,0.466666666666667,"[Clostridium] innocuum"
"[Clostridium] scindens","K02261",0.45,0.549549283069453,0.45,"[Clostridium] scindens"
"Xanthomonas euvesicatoria","K02518",-0.45,0.549549283069453,0.45,"Xanthomonas euvesicatoria"
"Enterocloster bolteae","K02256",0.45,0.549549283069453,0.45,"Enterocloster bolteae"
"Muribaculum gordoncarteri","K02965",-0.45,0.549549283069453,0.45,"Muribaculum gordoncarteri"
"Faecalibaculum rodentium","K02003",-0.45,0.549549283069453,0.45,"Faecalibaculum rodentium"
"Faecalibaculum rodentium","K02889",-0.45,0.549549283069453,0.45,"Faecalibaculum rodentium"
"Muribaculum gordoncarteri","K02874",-0.45,0.549549283069453,0.45,"Muribaculum gordoncarteri"
"Mediterraneibacter gnavus","K02913",-0.45,0.549549283069453,0.45,"Mediterraneibacter gnavus"
"Enterococcus faecalis","K02954",0.45,0.549549283069453,0.45,"Enterococcus faecalis"
"[Clostridium] scindens","K02262",0.45,0.549549283069453,0.45,"[Clostridium] scindens"
"Enterocloster bolteae","K03878",0.45,0.549549283069453,0.45,"Enterocloster bolteae"
"Bacteroides faecium","K03878",-0.45,0.549549283069453,0.45,"Bacteroides faecium"
"Halomonas sp. N3-2A","K02948",-0.45,0.549549283069453,0.45,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02948",-0.45,0.549549283069453,0.45,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02948",-0.45,0.549549283069453,0.45,"Exiguobacterium sp. N4-1P"
"Staphylococcus aureus","K02950",-0.45,0.549549283069453,0.45,"Staphylococcus aureus"
"Enterocloster bolteae","K02963",-0.45,0.549549283069453,0.45,"Enterocloster bolteae"
"Klebsiella pneumoniae","K02946",-0.45,0.549549283069453,0.45,"Klebsiella pneumoniae"
"Ihubacter sp. rT4E-8","K03704",0.45,0.549549283069453,0.45,"Ihubacter sp. rT4E-8"
"Eisenbergiella porci","K02952",0.45,0.549549283069453,0.45,"Eisenbergiella porci"
"Acutalibacter muris","K03088",0.45,0.549549283069453,0.45,"Acutalibacter muris"
"Blautia massiliensis (ex Durand et al. 2017)","K03497",0.45,0.549549283069453,0.45,"Blautia massiliensis (ex Durand et al. 2017)"
"Klebsiella pneumoniae","K02358",-0.45,0.549549283069453,0.45,"Klebsiella pneumoniae"
"Mediterraneibacter gnavus","K02909",0.45,0.549549283069453,0.45,"Mediterraneibacter gnavus"
"Acutalibacter muris","K02884",-0.45,0.549549283069453,0.45,"Acutalibacter muris"
"Ihubacter sp. rT4E-8","K07484",-0.45,0.549549283069453,0.45,"Ihubacter sp. rT4E-8"
"[Clostridium] innocuum","K02988",0.45,0.549549283069453,0.45,"[Clostridium] innocuum"
"Duncaniella dubosii","K20490",-0.45,0.549549283069453,0.45,"Duncaniella dubosii"
"Enterocloster bolteae","K20490",0.45,0.549549283069453,0.45,"Enterocloster bolteae"
"Bacteroides caecimuris","K20490",-0.45,0.549549283069453,0.45,"Bacteroides caecimuris"
"Clostridium sp. 10cd*","K01689",-0.45,0.549549283069453,0.45,"Clostridium sp. 10cd*"
"Enterocloster clostridioformis","K00134",-0.433333333333333,0.565577517496256,0.433333333333333,"Enterocloster clostridioformis"
"Bacteroides faecium","K02261",-0.433333333333333,0.565577517496256,0.433333333333333,"Bacteroides faecium"
"Faecalibaculum rodentium","K04257",-0.433333333333333,0.565577517496256,0.433333333333333,"Faecalibaculum rodentium"
"Enterocloster bolteae","K02518",0.433333333333333,0.565577517496256,0.433333333333333,"Enterocloster bolteae"
"Ihubacter sp. rT4E-8","K02518",0.433333333333333,0.565577517496256,0.433333333333333,"Ihubacter sp. rT4E-8"
"[Clostridium] innocuum","K02518",0.433333333333333,0.565577517496256,0.433333333333333,"[Clostridium] innocuum"
"Bacteroides caecimuris","K02256",-0.433333333333333,0.565577517496256,0.433333333333333,"Bacteroides caecimuris"
"Klebsiella pneumoniae","K02003",-0.433333333333333,0.565577517496256,0.433333333333333,"Klebsiella pneumoniae"
"Clostridium sp. 10cd*","K02003",0.433333333333333,0.565577517496256,0.433333333333333,"Clostridium sp. 10cd*"
"Enterocloster bolteae","K02874",0.433333333333333,0.565577517496256,0.433333333333333,"Enterocloster bolteae"
"[Clostridium] innocuum","K02874",0.433333333333333,0.565577517496256,0.433333333333333,"[Clostridium] innocuum"
"Klebsiella pneumoniae","K02913",-0.433333333333333,0.565577517496256,0.433333333333333,"Klebsiella pneumoniae"
"Paramuribaculum intestinale","K02954",-0.433333333333333,0.565577517496256,0.433333333333333,"Paramuribaculum intestinale"
"Bacteroides faecium","K02262",-0.433333333333333,0.565577517496256,0.433333333333333,"Bacteroides faecium"
"Xanthomonas euvesicatoria","K02970",-0.433333333333333,0.565577517496256,0.433333333333333,"Xanthomonas euvesicatoria"
"Faecalibaculum rodentium","K02948",0.433333333333333,0.565577517496256,0.433333333333333,"Faecalibaculum rodentium"
"Klebsiella pneumoniae","K02950",-0.433333333333333,0.565577517496256,0.433333333333333,"Klebsiella pneumoniae"
"Ihubacter sp. rT4E-8","K02963",-0.433333333333333,0.565577517496256,0.433333333333333,"Ihubacter sp. rT4E-8"
"Blautia massiliensis (ex Durand et al. 2017)","K02899",0.433333333333333,0.565577517496256,0.433333333333333,"Blautia massiliensis (ex Durand et al. 2017)"
"Halomonas sp. N3-2A","K02899",-0.433333333333333,0.565577517496256,0.433333333333333,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02899",-0.433333333333333,0.565577517496256,0.433333333333333,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02899",-0.433333333333333,0.565577517496256,0.433333333333333,"Exiguobacterium sp. N4-1P"
"Eisenbergiella porci","K03704",0.433333333333333,0.565577517496256,0.433333333333333,"Eisenbergiella porci"
"Enterococcus faecalis","K02887",-0.433333333333333,0.565577517496256,0.433333333333333,"Enterococcus faecalis"
"Staphylococcus aureus","K03169",-0.433333333333333,0.565577517496256,0.433333333333333,"Staphylococcus aureus"
"Faecalibaculum rodentium","K03088",0.433333333333333,0.565577517496256,0.433333333333333,"Faecalibaculum rodentium"
"uncultured Alistipes sp.","K10523",-0.433333333333333,0.565577517496256,0.433333333333333,"uncultured Alistipes sp."
"Flavonifractor plautii","K02358",0.433333333333333,0.565577517496256,0.433333333333333,"Flavonifractor plautii"
"Enterococcus faecalis","K02867",0.433333333333333,0.565577517496256,0.433333333333333,"Enterococcus faecalis"
"Blautia producta","K13625",-0.433333333333333,0.565577517496256,0.433333333333333,"Blautia producta"
"[Clostridium] innocuum","K13625",-0.433333333333333,0.565577517496256,0.433333333333333,"[Clostridium] innocuum"
"Blautia producta","K20490",0.433333333333333,0.565577517496256,0.433333333333333,"Blautia producta"
"Klebsiella pneumoniae","K03205",-0.433333333333333,0.565577517496256,0.433333333333333,"Klebsiella pneumoniae"
"Staphylococcus aureus","K03205",-0.433333333333333,0.565577517496256,0.433333333333333,"Staphylococcus aureus"
"Enterocloster clostridioformis","K10704",-0.433333333333333,0.565577517496256,0.433333333333333,"Enterocloster clostridioformis"
"Enterocloster bolteae","K02261",0.416666666666667,0.579385503826634,0.416666666666667,"Enterocloster bolteae"
"Enterococcus faecalis","K02965",0.416666666666667,0.579385503826634,0.416666666666667,"Enterococcus faecalis"
"Duncaniella dubosii","K03879",-0.416666666666667,0.579385503826634,0.416666666666667,"Duncaniella dubosii"
"Paramuribaculum intestinale","K03879",-0.416666666666667,0.579385503826634,0.416666666666667,"Paramuribaculum intestinale"
"Enterocloster bolteae","K03879",0.416666666666667,0.579385503826634,0.416666666666667,"Enterocloster bolteae"
"Blautia massiliensis (ex Durand et al. 2017)","K03879",0.416666666666667,0.579385503826634,0.416666666666667,"Blautia massiliensis (ex Durand et al. 2017)"
"Faecalibaculum rodentium","K03879",-0.416666666666667,0.579385503826634,0.416666666666667,"Faecalibaculum rodentium"
"Enterococcus faecalis","K02961",0.416666666666667,0.579385503826634,0.416666666666667,"Enterococcus faecalis"
"Enterocloster bolteae","K02262",0.416666666666667,0.579385503826634,0.416666666666667,"Enterocloster bolteae"
"[Clostridium] scindens","K03878",0.416666666666667,0.579385503826634,0.416666666666667,"[Clostridium] scindens"
"Bacteroides caecimuris","K03878",-0.416666666666667,0.579385503826634,0.416666666666667,"Bacteroides caecimuris"
"Bacteroides uniformis","K02914",-0.416666666666667,0.579385503826634,0.416666666666667,"Bacteroides uniformis"
"Eisenbergiella porci","K02914",0.416666666666667,0.579385503826634,0.416666666666667,"Eisenbergiella porci"
"Halomonas sp. N3-2A","K02887",-0.416666666666667,0.579385503826634,0.416666666666667,"Halomonas sp. N3-2A"
"Mediterraneibacter gnavus","K02887",-0.416666666666667,0.579385503826634,0.416666666666667,"Mediterraneibacter gnavus"
"Mus musculus mobilized endogenous polytropic provirus","K02887",-0.416666666666667,0.579385503826634,0.416666666666667,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02887",-0.416666666666667,0.579385503826634,0.416666666666667,"Exiguobacterium sp. N4-1P"
"Mucispirillum schaedleri","K02956",-0.416666666666667,0.579385503826634,0.416666666666667,"Mucispirillum schaedleri"
"Eisenbergiella porci","K02956",-0.416666666666667,0.579385503826634,0.416666666666667,"Eisenbergiella porci"
"Blautia producta","K03088",0.416666666666667,0.579385503826634,0.416666666666667,"Blautia producta"
"Halomonas sp. N3-2A","K02863",-0.416666666666667,0.579385503826634,0.416666666666667,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02863",-0.416666666666667,0.579385503826634,0.416666666666667,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02863",-0.416666666666667,0.579385503826634,0.416666666666667,"Exiguobacterium sp. N4-1P"
"Ihubacter sp. rT4E-8","K02863",-0.416666666666667,0.579385503826634,0.416666666666667,"Ihubacter sp. rT4E-8"
"Muribaculum intestinale","K03497",-0.416666666666667,0.579385503826634,0.416666666666667,"Muribaculum intestinale"
"Muribaculum gordoncarteri","K02358",-0.416666666666667,0.579385503826634,0.416666666666667,"Muribaculum gordoncarteri"
"Blautia massiliensis (ex Durand et al. 2017)","K02867",0.416666666666667,0.579385503826634,0.416666666666667,"Blautia massiliensis (ex Durand et al. 2017)"
"Eisenbergiella porci","K07484",-0.416666666666667,0.579385503826634,0.416666666666667,"Eisenbergiella porci"
"Bacteroides uniformis","K02988",-0.416666666666667,0.579385503826634,0.416666666666667,"Bacteroides uniformis"
"Xanthomonas euvesicatoria","K11253",0.416666666666667,0.579385503826634,0.416666666666667,"Xanthomonas euvesicatoria"
"uncultured Alistipes sp.","K02992",0.416666666666667,0.579385503826634,0.416666666666667,"uncultured Alistipes sp."
"Halomonas sp. N3-2A","K20490",-0.416666666666667,0.579385503826634,0.416666666666667,"Halomonas sp. N3-2A"
"Bacteroides faecium","K20490",-0.416666666666667,0.579385503826634,0.416666666666667,"Bacteroides faecium"
"Mus musculus mobilized endogenous polytropic provirus","K20490",-0.416666666666667,0.579385503826634,0.416666666666667,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K20490",-0.416666666666667,0.579385503826634,0.416666666666667,"Exiguobacterium sp. N4-1P"
"Duncaniella sp. B8","K02356",0.416666666666667,0.579385503826634,0.416666666666667,"Duncaniella sp. B8"
"Muribaculum gordoncarteri","K02356",0.416666666666667,0.579385503826634,0.416666666666667,"Muribaculum gordoncarteri"
"Clostridium sp. 10cd*","K03205",0.416666666666667,0.579385503826634,0.416666666666667,"Clostridium sp. 10cd*"
"Bacteroides caecimuris","K02261",-0.4,0.606154876924392,0.4,"Bacteroides caecimuris"
"Bacteroides uniformis","K02965",-0.4,0.606154876924392,0.4,"Bacteroides uniformis"
"[Clostridium] scindens","K03879",0.4,0.606154876924392,0.4,"[Clostridium] scindens"
"Duncaniella dubosii","K02961",-0.4,0.606154876924392,0.4,"Duncaniella dubosii"
"Xanthomonas euvesicatoria","K02954",-0.4,0.606154876924392,0.4,"Xanthomonas euvesicatoria"
"Bacteroides caecimuris","K02262",-0.4,0.606154876924392,0.4,"Bacteroides caecimuris"
"Muribaculum gordoncarteri","K02970",-0.4,0.606154876924392,0.4,"Muribaculum gordoncarteri"
"Eisenbergiella porci","K02970",0.4,0.606154876924392,0.4,"Eisenbergiella porci"
"Blautia massiliensis (ex Durand et al. 2017)","K02963",-0.4,0.606154876924392,0.4,"Blautia massiliensis (ex Durand et al. 2017)"
"Bacteroides uniformis","K02899",-0.4,0.606154876924392,0.4,"Bacteroides uniformis"
"Bacteroides faecium","K02899",-0.4,0.606154876924392,0.4,"Bacteroides faecium"
"Staphylococcus aureus","K03704",-0.4,0.606154876924392,0.4,"Staphylococcus aureus"
"Staphylococcus aureus","K02887",-0.4,0.606154876924392,0.4,"Staphylococcus aureus"
"Mucispirillum schaedleri","K03088",0.4,0.606154876924392,0.4,"Mucispirillum schaedleri"
"Enterococcus faecalis","K02863",-0.4,0.606154876924392,0.4,"Enterococcus faecalis"
"Faecalibaculum rodentium","K10523",-0.4,0.606154876924392,0.4,"Faecalibaculum rodentium"
"Enterocloster clostridioformis","K10523",-0.4,0.606154876924392,0.4,"Enterocloster clostridioformis"
"Duncaniella sp. B8","K02909",-0.4,0.606154876924392,0.4,"Duncaniella sp. B8"
"Paramuribaculum intestinale","K02909",-0.4,0.606154876924392,0.4,"Paramuribaculum intestinale"
"Duncaniella sp. B8","K02867",-0.4,0.606154876924392,0.4,"Duncaniella sp. B8"
"Eisenbergiella porci","K02867",0.4,0.606154876924392,0.4,"Eisenbergiella porci"
"Enterocloster clostridioformis","K02992",0.4,0.606154876924392,0.4,"Enterocloster clostridioformis"
"Ihubacter sp. rT4E-8","K03205",0.4,0.606154876924392,0.4,"Ihubacter sp. rT4E-8"
"Faecalibaculum rodentium","K00134",-0.383333333333333,0.624484357045287,0.383333333333333,"Faecalibaculum rodentium"
"Duncaniella sp. B8","K02256",-0.383333333333333,0.624484357045287,0.383333333333333,"Duncaniella sp. B8"
"Duncaniella sp. B8","K03879",-0.383333333333333,0.624484357045287,0.383333333333333,"Duncaniella sp. B8"
"Mediterraneibacter gnavus","K02954",0.383333333333333,0.624484357045287,0.383333333333333,"Mediterraneibacter gnavus"
"Duncaniella sp. B8","K03878",-0.383333333333333,0.624484357045287,0.383333333333333,"Duncaniella sp. B8"
"Acutalibacter muris","K02970",-0.383333333333333,0.624484357045287,0.383333333333333,"Acutalibacter muris"
"[Clostridium] scindens","K02948",-0.383333333333333,0.624484357045287,0.383333333333333,"[Clostridium] scindens"
"Staphylococcus aureus","K02948",-0.383333333333333,0.624484357045287,0.383333333333333,"Staphylococcus aureus"
"uncultured Alistipes sp.","K02950",-0.383333333333333,0.624484357045287,0.383333333333333,"uncultured Alistipes sp."
"Mucispirillum schaedleri","K02963",-0.383333333333333,0.624484357045287,0.383333333333333,"Mucispirillum schaedleri"
"Muribaculum intestinale","K02914",-0.383333333333333,0.624484357045287,0.383333333333333,"Muribaculum intestinale"
"Mucispirillum schaedleri","K02899",0.383333333333333,0.624484357045287,0.383333333333333,"Mucispirillum schaedleri"
"Bacteroides caecimuris","K02899",-0.383333333333333,0.624484357045287,0.383333333333333,"Bacteroides caecimuris"
"Halomonas sp. N3-2A","K02946",-0.383333333333333,0.624484357045287,0.383333333333333,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02946",-0.383333333333333,0.624484357045287,0.383333333333333,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02946",-0.383333333333333,0.624484357045287,0.383333333333333,"Exiguobacterium sp. N4-1P"
"uncultured Alistipes sp.","K02004",0.383333333333333,0.624484357045287,0.383333333333333,"uncultured Alistipes sp."
"Muribaculum gordoncarteri","K02887",0.383333333333333,0.624484357045287,0.383333333333333,"Muribaculum gordoncarteri"
"Bacteroides uniformis","K02887",0.383333333333333,0.624484357045287,0.383333333333333,"Bacteroides uniformis"
"Xanthomonas euvesicatoria","K02887",-0.383333333333333,0.624484357045287,0.383333333333333,"Xanthomonas euvesicatoria"
"Paramuribaculum intestinale","K02863",0.383333333333333,0.624484357045287,0.383333333333333,"Paramuribaculum intestinale"
"Staphylococcus aureus","K02863",-0.383333333333333,0.624484357045287,0.383333333333333,"Staphylococcus aureus"
"Xanthomonas euvesicatoria","K10523",0.383333333333333,0.624484357045287,0.383333333333333,"Xanthomonas euvesicatoria"
"Paramuribaculum intestinale","K02358",-0.383333333333333,0.624484357045287,0.383333333333333,"Paramuribaculum intestinale"
"Duncaniella dubosii","K02867",-0.383333333333333,0.624484357045287,0.383333333333333,"Duncaniella dubosii"
"uncultured Alistipes sp.","K13625",-0.383333333333333,0.624484357045287,0.383333333333333,"uncultured Alistipes sp."
"Blautia massiliensis (ex Durand et al. 2017)","K07484",-0.383333333333333,0.624484357045287,0.383333333333333,"Blautia massiliensis (ex Durand et al. 2017)"
"Paramuribaculum intestinale","K02988",-0.383333333333333,0.624484357045287,0.383333333333333,"Paramuribaculum intestinale"
"Halomonas sp. N3-2A","K02356",-0.383333333333333,0.624484357045287,0.383333333333333,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02356",-0.383333333333333,0.624484357045287,0.383333333333333,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02356",-0.383333333333333,0.624484357045287,0.383333333333333,"Exiguobacterium sp. N4-1P"
"Ihubacter sp. rT4E-8","K02356",-0.383333333333333,0.624484357045287,0.383333333333333,"Ihubacter sp. rT4E-8"
"Faecalibaculum rodentium","K10704",-0.383333333333333,0.624484357045287,0.383333333333333,"Faecalibaculum rodentium"
"Blautia producta","K00134",-0.366666666666667,0.645408173994193,0.366666666666667,"Blautia producta"
"[Clostridium] innocuum","K00134",-0.366666666666667,0.645408173994193,0.366666666666667,"[Clostridium] innocuum"
"Acutalibacter muris","K03881",-0.366666666666667,0.645408173994193,0.366666666666667,"Acutalibacter muris"
"Enterocloster clostridioformis","K02518",0.366666666666667,0.645408173994193,0.366666666666667,"Enterocloster clostridioformis"
"Xanthomonas euvesicatoria","K02889",0.366666666666667,0.645408173994193,0.366666666666667,"Xanthomonas euvesicatoria"
"uncultured Alistipes sp.","K02889",-0.366666666666667,0.645408173994193,0.366666666666667,"uncultured Alistipes sp."
"Acutalibacter muris","K02913",-0.366666666666667,0.645408173994193,0.366666666666667,"Acutalibacter muris"
"uncultured Alistipes sp.","K02961",0.366666666666667,0.645408173994193,0.366666666666667,"uncultured Alistipes sp."
"Mucispirillum schaedleri","K02970",-0.366666666666667,0.645408173994193,0.366666666666667,"Mucispirillum schaedleri"
"Mediterraneibacter gnavus","K02970",0.366666666666667,0.645408173994193,0.366666666666667,"Mediterraneibacter gnavus"
"Faecalibaculum rodentium","K02970",-0.366666666666667,0.645408173994193,0.366666666666667,"Faecalibaculum rodentium"
"Acutalibacter muris","K02963",-0.366666666666667,0.645408173994193,0.366666666666667,"Acutalibacter muris"
"Staphylococcus aureus","K02899",-0.366666666666667,0.645408173994193,0.366666666666667,"Staphylococcus aureus"
