"bacteria","phage","correlation"
"Ihubacter sp. rT4E-8","OTU_512",0.603990001215771
"Simiaoa sunii","OTU_512",0.603990001215771
"Enterocloster lavalensis","OTU_512",0.603990001215771
"[Ruminococcus] torques","OTU_512",0.603990001215771
"Blautia obeum","OTU_512",0.603990001215771
"Kineothrix sp. MB12-C1","OTU_512",0.603990001215771
"Dorea formicigenerans","OTU_512",0.603990001215771
"uncultured Alistipes sp.","OTU_524",0.603990001215771
"Alistipes onderdonkii","OTU_524",0.603990001215771
"Alistipes senegalensis","OTU_524",0.603990001215771
"Alistipes dispar","OTU_524",0.603990001215771
"Alistipes communis","OTU_524",0.603990001215771
"Alistipes megaguti","OTU_524",0.603990001215771
"Alistipes sp. i18-0019-D1","OTU_524",0.603990001215771
"Sodaliphilus pleomorphus","OTU_576",-0.603990001215771
"Sodaliphilus pleomorphus","OTU_592",-0.603990001215771
"Alistipes shahii","OTU_599",0.603990001215771
"Kineothrix sedimenti","OTU_601",0.603990001215771
"[Clostridium] hylemonae","OTU_601",0.603990001215771
"Pusillibacter faecalis","OTU_605",0.603990001215771
"Clostridioides difficile","OTU_607",0.603990001215771
"[Clostridium] symbiosum","OTU_608",0.603990001215771
"Hungatella sp. SB206","OTU_608",0.603990001215771
"Mediterraneibacter glycyrrhizinilyticus","OTU_608",0.603990001215771
"Alistipes communis","OTU_650",0.603990001215771
"Pusillibacter faecalis","OTU_949",0.603990001215771
"Sodaliphilus pleomorphus","OTU_967",-0.603990001215771
"Blautia producta","OTU_983",0.603990001215771
"Ihubacter sp. rT4E-8","OTU_983",0.603990001215771
"Simiaoa sunii","OTU_983",0.603990001215771
"Enterocloster lavalensis","OTU_983",0.603990001215771
"[Ruminococcus] torques","OTU_983",0.603990001215771
"Blautia obeum","OTU_983",0.603990001215771
"Kineothrix sp. MB12-C1","OTU_983",0.603990001215771
"Dorea formicigenerans","OTU_983",0.603990001215771
"Ihubacter sp. rT4E-8","OTU_1114",-0.603990001215771
"Emergencia sp. JLR.KK010","OTU_1114",-0.603990001215771
"Marvinbryantia formatexigens","OTU_1114",-0.603990001215771
"Claveliimonas bilis","OTU_1114",-0.603990001215771
"Enterococcus faecium","OTU_1114",-0.603990001215771
"uncultured Alistipes sp.","OTU_1127",0.603990001215771
"Alistipes onderdonkii","OTU_1127",0.603990001215771
"Alistipes senegalensis","OTU_1127",0.603990001215771
"Alistipes dispar","OTU_1127",0.603990001215771
"Alistipes communis","OTU_1127",0.603990001215771
"Alistipes megaguti","OTU_1127",0.603990001215771
"Alistipes sp. i18-0019-D1","OTU_1127",0.603990001215771
"Lactonifactor longoviformis","OTU_1137",-0.603990001215771
"Blautia producta","OTU_1172",0.603990001215771
"Mediterraneibacter gnavus","OTU_1172",0.603990001215771
"[Clostridium] innocuum","OTU_1172",0.603990001215771
"Ihubacter sp. rT4E-8","OTU_1172",0.603990001215771
"Enterocloster lavalensis","OTU_1172",0.603990001215771
"Agathobacter rectalis","OTU_1172",0.603990001215771
"Blautia wexlerae","OTU_1172",0.603990001215771
"Blautia parvula","OTU_1172",0.603990001215771
"Blautia producta","OTU_1238",0.603990001215771
"Ihubacter sp. rT4E-8","OTU_1238",0.603990001215771
"Simiaoa sunii","OTU_1238",0.603990001215771
"Enterocloster lavalensis","OTU_1238",0.603990001215771
"[Ruminococcus] torques","OTU_1238",0.603990001215771
"Blautia obeum","OTU_1238",0.603990001215771
"Kineothrix sp. MB12-C1","OTU_1238",0.603990001215771
"Dorea formicigenerans","OTU_1238",0.603990001215771
"Bacteroides uniformis","OTU_1330",0.603990001215771
"Enterocloster clostridioformis","OTU_1330",-0.603990001215771
"Simiaoa sunii","OTU_1330",-0.603990001215771
"Dorea formicigenerans","OTU_1330",-0.603990001215771
"Sporofaciens musculi","OTU_24",0.602515734304121
"Intestinimonas butyriciproducens","OTU_64",0.602515734304121
"uncultured Alistipes sp.","OTU_227",0.602515734304121
"Alistipes onderdonkii","OTU_227",0.602515734304121
"Alistipes senegalensis","OTU_227",0.602515734304121
"Alistipes dispar","OTU_227",0.602515734304121
"Alistipes communis","OTU_239",-0.602515734304121
"Mucispirillum schaedleri","OTU_291",0.602515734304121
"Staphylococcus aureus","OTU_291",-0.602515734304121
"Ihubacter sp. rT4E-8","OTU_314",-0.602515734304121
"[Clostridium] scindens","OTU_393",-0.602515734304121
"Muribaculum gordoncarteri","OTU_411",-0.602515734304121
"Bacteroides humanifaecis","OTU_452",-0.602515734304121
"Dorea longicatena","OTU_492",0.602515734304121
"Anaerotruncus colihominis","OTU_492",0.602515734304121
"Faecalibacterium prausnitzii","OTU_497",0.602515734304121
"Alistipes putredinis","OTU_497",-0.602515734304121
"Alistipes putredinis","OTU_532",0.602515734304121
"Flavonifractor plautii","OTU_549",-0.602515734304121
"Dysosmobacter welbionis","OTU_549",-0.602515734304121
"Oscillibacter hominis","OTU_549",-0.602515734304121
"Vescimonas fastidiosa","OTU_549",-0.602515734304121
"Bacteroides xylanisolvens","OTU_1092",-0.602515734304121
"Bacteroides faecium","OTU_30",0.602494813255683
"Hungatella hathewayi","OTU_39",-0.602494813255683
"Vescimonas coprocola","OTU_71",0.602494813255683
"Anaerostipes sp. PC18","OTU_71",0.602494813255683
"Parabacteroides distasonis","OTU_105",0.602494813255683
"[Clostridium] symbiosum","OTU_105",0.602494813255683
"Enterocloster bolteae","OTU_157",0.602494813255683
"Clostridium sp. M62/1","OTU_157",0.602494813255683
"Sellimonas intestinalis","OTU_202",-0.602494813255683
"Anaerostipes sp. PC18","OTU_202",-0.602494813255683
"Paramuribaculum intestinale","OTU_208",-0.602494813255683
"Lactonifactor longoviformis","OTU_208",0.602494813255683
"Acutalibacter muris","OTU_223",0.602494813255683
"Lawsonibacter asaccharolyticus","OTU_223",0.602494813255683
"Flintibacter sp. KGMB00164","OTU_223",0.602494813255683
"Anaerobutyricum hallii","OTU_283",0.602494813255683
"Muribaculum gordoncarteri","OTU_295",-0.602494813255683
"Pseudoflavonifractor gallinarum","OTU_320",0.602494813255683
"Oscillibacter sp. PEA192","OTU_320",0.602494813255683
"Mucispirillum schaedleri","OTU_333",0.602494813255683
"Blautia producta","OTU_333",0.602494813255683
"[Ruminococcus] torques","OTU_333",0.602494813255683
"Kineothrix sp. MB12-C1","OTU_333",0.602494813255683
"Flavonifractor plautii","OTU_361",0.602494813255683
"Dysosmobacter welbionis","OTU_361",0.602494813255683
"Oscillibacter hominis","OTU_361",0.602494813255683
"Intestinimonas butyriciproducens","OTU_361",0.602494813255683
"Sporofaciens musculi","OTU_361",0.602494813255683
"Vescimonas fastidiosa","OTU_361",0.602494813255683
"Lactobacillus johnsonii","OTU_361",-0.602494813255683
"Sellimonas intestinalis","OTU_395",-0.602494813255683
"Flavonifractor plautii","OTU_434",0.602494813255683
"Dysosmobacter welbionis","OTU_434",0.602494813255683
"Oscillibacter hominis","OTU_434",0.602494813255683
"Intestinimonas butyriciproducens","OTU_434",0.602494813255683
"Vescimonas fastidiosa","OTU_434",0.602494813255683
"Escherichia coli","OTU_434",-0.602494813255683
"Staphylococcus aureus","OTU_486",-0.602494813255683
"Acutalibacter muris","OTU_491",0.602494813255683
"Lawsonibacter asaccharolyticus","OTU_491",0.602494813255683
"Flintibacter sp. KGMB00164","OTU_491",0.602494813255683
"Alistipes sp. i18-0019-D1","OTU_491",0.602494813255683
"[Clostridium] scindens","OTU_513",0.602494813255683
"Hungatella hathewayi","OTU_513",0.602494813255683
"Faecalibacterium prausnitzii","OTU_513",0.602494813255683
"Marvinbryantia formatexigens","OTU_513",0.602494813255683
"Roseburia faecis","OTU_513",0.602494813255683
"Lactonifactor longoviformis","OTU_513",0.602494813255683
"Sellimonas catena","OTU_513",0.602494813255683
"Acutalibacter muris","OTU_522",0.602494813255683
"Lawsonibacter asaccharolyticus","OTU_522",0.602494813255683
"Flintibacter sp. KGMB00164","OTU_522",0.602494813255683
"Duncaniella sp. B8","OTU_533",-0.602494813255683
"Alistipes putredinis","OTU_683",0.602494813255683
"Staphylococcus aureus","OTU_862",0.602494813255683
"Enterococcus faecalis","OTU_862",-0.602494813255683
"Microbacterium proteolyticum","OTU_862",0.602494813255683
"Staphylococcus aureus","OTU_907",-0.602494813255683
"Bacteroides humanifaecis","OTU_950",-0.602494813255683
"Muribaculum intestinale","OTU_1015",-0.602494813255683
"Bacteroides caecimuris","OTU_1015",-0.602494813255683
"Bacteroides faecium","OTU_1015",-0.602494813255683
"Bacteroides caccae","OTU_1015",-0.602494813255683
"Bacteroides thetaiotaomicron","OTU_1015",-0.602494813255683
"Bacteroides ovatus","OTU_1015",-0.602494813255683
"Alistipes shahii","OTU_1131",-0.602494813255683
"Enterocloster lavalensis","OTU_1136",-0.602494813255683
"Pseudoflavonifractor gallinarum","OTU_119",0.600567913047158
"Parabacteroides distasonis","OTU_120",-0.600567913047158
"Mucispirillum schaedleri","OTU_122",0.600567913047158
"Claveliimonas bilis","OTU_195",0.600567913047158
"Enterococcus faecalis","OTU_277",0.600567913047158
"Enterocloster bolteae","OTU_319",0.600567913047158
"Staphylococcus aureus","OTU_319",-0.600567913047158
"Oscillibacter sp. PEA192","OTU_343",0.600567913047158
"Flavonifractor plautii","OTU_352",0.600567913047158
"Dysosmobacter welbionis","OTU_352",0.600567913047158
"Oscillibacter hominis","OTU_352",0.600567913047158
"Intestinimonas butyriciproducens","OTU_352",0.600567913047158
"Vescimonas fastidiosa","OTU_352",0.600567913047158
"Hungatella hathewayi","OTU_418",0.600567913047158
"Faecalibacterium prausnitzii","OTU_418",0.600567913047158
"Marvinbryantia formatexigens","OTU_418",0.600567913047158
"Roseburia faecis","OTU_418",0.600567913047158
"Sellimonas catena","OTU_418",0.600567913047158
"Sporofaciens musculi","OTU_427",0.600567913047158
"Paramuribaculum intestinale","OTU_430",-0.600567913047158
"Blautia obeum","OTU_448",-0.600567913047158
"Emergencia sp. JLR.KK010","OTU_469",0.600567913047158
"Sodaliphilus pleomorphus","OTU_469",-0.600567913047158
"Hungatella hathewayi","OTU_496",0.600567913047158
"Faecalibacterium prausnitzii","OTU_496",0.600567913047158
"Marvinbryantia formatexigens","OTU_496",0.600567913047158
"Roseburia faecis","OTU_496",0.600567913047158
"Sellimonas catena","OTU_496",0.600567913047158
"Alistipes communis","OTU_498",-0.600567913047158
"Alistipes shahii","OTU_502",0.600567913047158
"Blautia producta","OTU_505",0.600567913047158
"[Ruminococcus] torques","OTU_505",0.600567913047158
"Kineothrix sp. MB12-C1","OTU_505",0.600567913047158
"Dorea longicatena","OTU_505",0.600567913047158
"Enterococcus faecalis","OTU_535",0.600567913047158
"Claveliimonas bilis","OTU_537",0.600567913047158
"Enterocloster asparagiformis","OTU_578",0.600567913047158
"Bacteroides humanifaecis","OTU_578",-0.600567913047158
"Xanthomonas euvesicatoria","OTU_627",-0.600567913047158
"Dorea longicatena","OTU_706",-0.600567913047158
"Hungatella sp. SB206","OTU_715",-0.600567913047158
"Mediterraneibacter glycyrrhizinilyticus","OTU_715",-0.600567913047158
"Flavonifractor plautii","OTU_811",0.600567913047158
"Dysosmobacter welbionis","OTU_811",0.600567913047158
"Oscillibacter hominis","OTU_811",0.600567913047158
"Intestinimonas butyriciproducens","OTU_811",0.600567913047158
"Vescimonas fastidiosa","OTU_811",0.600567913047158
"Hungatella sp. SB206","OTU_1076",-0.600567913047158
"Mediterraneibacter glycyrrhizinilyticus","OTU_1076",-0.600567913047158
"Alistipes megaguti","OTU_1132",-0.600567913047158
"Enterocloster bolteae","OTU_1",-0.6
"Enterococcus faecalis","OTU_3",-0.6
"Sellimonas catena","OTU_3",-0.6
"Wansuia hejianensis","OTU_3",-0.6
"Mediterraneibacter gnavus","OTU_4",-0.6
"Sellimonas intestinalis","OTU_4",-0.6
"Clostridium sp. M62/1","OTU_4",-0.6
"Bacteroides caccae","OTU_10",-0.6
"Bacteroides thetaiotaomicron","OTU_10",-0.6
"Bacteroides ovatus","OTU_10",-0.6
"Clostridioides difficile","OTU_16",-0.6
"Kineothrix sp. MB12-C1","OTU_16",-0.6
"Oscillibacter sp. PEA192","OTU_16",-0.6
"Alistipes sp. i18-0019-D1","OTU_16",-0.6
"Bacteroides humanifaecis","OTU_16",0.6
"Alistipes megaguti","OTU_36",-0.6
"Bacteroides humanifaecis","OTU_36",0.6
"Bacteroides humanifaecis","OTU_41",-0.6
"Ligilactobacillus murinus","OTU_42",-0.6
"Eisenbergiella porci","OTU_50",-0.6
"Staphylococcus aureus","OTU_51",0.6
"Enterococcus faecalis","OTU_51",-0.6
"Vescimonas coprocola","OTU_51",-0.6
"Wansuia hejianensis","OTU_51",-0.6
"Duncaniella sp. C9","OTU_55",0.6
"Enterococcus faecium","OTU_55",-0.6
"Lactobacillus johnsonii","OTU_55",0.6
"Blautia wexlerae","OTU_68",0.6
"Pseudoflavonifractor gallinarum","OTU_78",-0.6
"Duncaniella sp. C9","OTU_82",0.6
"[Ruminococcus] torques","OTU_82",-0.6
"Enterococcus faecalis","OTU_86",-0.6
"Kineothrix sp. MB12-C1","OTU_86",-0.6
"Sporofaciens musculi","OTU_94",-0.6
"Marvinbryantia formatexigens","OTU_96",-0.6
"[Ruminococcus] torques","OTU_96",-0.6
"Sellimonas catena","OTU_96",-0.6
"[Ruminococcus] torques","OTU_101",-0.6
"Acutalibacter muris","OTU_114",0.6
"Lawsonibacter asaccharolyticus","OTU_114",0.6
"Roseburia hominis","OTU_114",0.6
"Flintibacter sp. KGMB00164","OTU_114",0.6
"Kineothrix sp. MB12-C1","OTU_114",0.6
"Dorea longicatena","OTU_114",0.6
"Oscillibacter sp. PEA192","OTU_117",-0.6
"[Clostridium] innocuum","OTU_118",-0.6
"[Clostridium] symbiosum","OTU_118",-0.6
"Blautia pseudococcoides","OTU_123",0.6
"Marvinbryantia formatexigens","OTU_123",0.6
"Enterocloster clostridioformis","OTU_127",-0.6
"Anaerobutyricum hallii","OTU_127",-0.6
"Bacteroides xylanisolvens","OTU_128",0.6
"Lactonifactor longoviformis","OTU_138",0.6
"Mediterraneibacter gnavus","OTU_139",0.6
"Enterocloster clostridioformis","OTU_141",-0.6
"Alistipes communis","OTU_141",-0.6
"Alistipes megaguti","OTU_141",-0.6
"Blautia wexlerae","OTU_142",0.6
"Duncaniella sp. B8","OTU_146",-0.6
"Enterocloster clostridioformis","OTU_146",0.6
"Clostridium sp. 10cd*","OTU_147",0.6
"Alistipes finegoldii","OTU_147",-0.6
"Faecalibaculum rodentium","OTU_148",-0.6
"Enterocloster clostridioformis","OTU_148",0.6
"Sporofaciens musculi","OTU_148",0.6
"Roseburia hominis","OTU_152",0.6
"Duncaniella sp. B8","OTU_161",0.6
"Faecalibaculum rodentium","OTU_170",-0.6
"Microbacterium proteolyticum","OTU_170",0.6
"Claveliimonas bilis","OTU_174",-0.6
"Dorea longicatena","OTU_175",-0.6
"Bacteroides caccae","OTU_186",-0.6
"Turicimonas muris","OTU_186",-0.6
"Bacteroides thetaiotaomicron","OTU_186",-0.6
"Bacteroides ovatus","OTU_186",-0.6
"Duncaniella sp. B8","OTU_220",-0.6
"Flavonifractor plautii","OTU_220",0.6
"Enterocloster clostridioformis","OTU_220",0.6
"Dysosmobacter welbionis","OTU_220",0.6
"Oscillibacter hominis","OTU_220",0.6
"Vescimonas coprocola","OTU_220",0.6
"Vescimonas fastidiosa","OTU_220",0.6
"Anaerotruncus colihominis","OTU_220",0.6
"Alistipes megaguti","OTU_234",0.6
"Wansuia hejianensis","OTU_234",-0.6
"Parabacteroides goldsteinii","OTU_235",-0.6
"Anaerostipes sp. PC18","OTU_236",0.6
"Claveliimonas bilis","OTU_240",0.6
"Blautia parvula","OTU_240",0.6
"Bacteroides caecimuris","OTU_247",-0.6
"Alistipes finegoldii","OTU_247",-0.6
"Blautia massiliensis (ex Durand et al. 2017)","OTU_265",-0.6
"Flavonifractor plautii","OTU_266",0.6
"Dysosmobacter welbionis","OTU_266",0.6
"Oscillibacter hominis","OTU_266",0.6
"Bacteroides caccae","OTU_266",-0.6
"Vescimonas coprocola","OTU_266",0.6
"Bacteroides thetaiotaomicron","OTU_266",-0.6
"Bacteroides ovatus","OTU_266",-0.6
"Vescimonas fastidiosa","OTU_266",0.6
"Dorea longicatena","OTU_270",0.6
"Halomonas sp. N3-2A","OTU_274",-0.6
"Mus musculus mobilized endogenous polytropic provirus","OTU_274",-0.6
"Exiguobacterium sp. N4-1P","OTU_274",-0.6
"Sporofaciens musculi","OTU_274",0.6
"Clostridium sp. 10cd*","OTU_286",0.6
"Enterocloster bolteae","OTU_288",0.6
"Dorea longicatena","OTU_288",0.6
"Acutalibacter muris","OTU_297",0.6
"Duncaniella sp. C9","OTU_297",-0.6
"Lawsonibacter asaccharolyticus","OTU_297",0.6
"Flintibacter sp. KGMB00164","OTU_297",0.6
"Vescimonas coprocola","OTU_297",0.6
"Flavonifractor plautii","OTU_312",0.6
"Dysosmobacter welbionis","OTU_312",0.6
"Oscillibacter hominis","OTU_312",0.6
"Vescimonas fastidiosa","OTU_312",0.6
"Enterococcus faecalis","OTU_317",0.6
"[Clostridium] innocuum","OTU_317",0.6
"[Ruminococcus] torques","OTU_317",0.6
"Parabacteroides goldsteinii","OTU_317",-0.6
"Vescimonas coprocola","OTU_317",0.6
"Clostridium sp. M62/1","OTU_317",0.6
"Duncaniella sp. B8","OTU_329",0.6
"Paramuribaculum intestinale","OTU_329",0.6
"Staphylococcus aureus","OTU_329",0.6
"Pusillibacter faecalis","OTU_329",-0.6
"Blautia obeum","OTU_329",-0.6
"Mucispirillum schaedleri","OTU_330",0.6
"Duncaniella sp. C9","OTU_330",-0.6
"Alistipes finegoldii","OTU_337",-0.6
"Intestinimonas butyriciproducens","OTU_337",-0.6
"Bacteroides xylanisolvens","OTU_341",-0.6
"Enterocloster asparagiformis","OTU_341",0.6
"Lactobacillus johnsonii","OTU_350",-0.6
"Eisenbergiella porci","OTU_354",0.6
"[Ruminococcus] torques","OTU_354",0.6
"Simiaoa sunii","OTU_369",0.6
"Dorea formicigenerans","OTU_369",0.6
"Dorea longicatena","OTU_370",0.6
"Faecalibacterium prausnitzii","OTU_385",0.6
"Kineothrix sedimenti","OTU_385",0.6
"Staphylococcus aureus","OTU_387",-0.6
"Alistipes finegoldii","OTU_387",0.6
"[Ruminococcus] torques","OTU_387",0.6
"Emergencia sp. JLR.KK010","OTU_389",0.6
"Halomonas sp. N3-2A","OTU_397",0.6
"Mus musculus mobilized endogenous polytropic provirus","OTU_397",0.6
"Exiguobacterium sp. N4-1P","OTU_397",0.6
"Blautia massiliensis (ex Durand et al. 2017)","OTU_400",0.6
"Mucispirillum schaedleri","OTU_402",-0.6
"Faecalibacterium prausnitzii","OTU_402",-0.6
"Anaerobutyricum hallii","OTU_402",-0.6
"Faecalibaculum rodentium","OTU_408",-0.6
"Blautia obeum","OTU_408",0.6
"Duncaniella sp. C9","OTU_412",-0.6
"Oscillibacter sp. PEA192","OTU_412",0.6
"Blautia pseudococcoides","OTU_421",0.6
"Clostridioides difficile","OTU_421",0.6
"Clostridium sp. M62/1","OTU_421",0.6
"Alistipes megaguti","OTU_422",0.6
"Turicimonas muris","OTU_422",0.6
"Alistipes sp. i18-0019-D1","OTU_422",0.6
"Anaerotruncus colihominis","OTU_422",0.6
"Intestinimonas butyriciproducens","OTU_428",-0.6
"Clostridium sp. M62/1","OTU_428",-0.6
"Escherichia coli","OTU_428",0.6
"Anaerobutyricum hallii","OTU_428",-0.6
"Muribaculum gordoncarteri","OTU_429",-0.6
"[Clostridium] innocuum","OTU_435",0.6
"Pseudoflavonifractor gallinarum","OTU_435",0.6
"Oscillibacter sp. PEA192","OTU_435",0.6
"Oscillibacter sp. PEA192","OTU_436",0.6
"Muribaculum intestinale","OTU_437",0.6
"Bacteroides uniformis","OTU_437",0.6
"Xanthomonas euvesicatoria","OTU_438",-0.6
"Intestinimonas butyriciproducens","OTU_438",0.6
"Blautia pseudococcoides","OTU_445",-0.6
"Bacteroides xylanisolvens","OTU_445",0.6
"Xanthomonas euvesicatoria","OTU_446",0.6
"Emergencia sp. JLR.KK010","OTU_446",-0.6
"Agathobacter rectalis","OTU_447",-0.6
"Blautia obeum","OTU_459",-0.6
"Anaerobutyricum hallii","OTU_460",-0.6
"Staphylococcus aureus","OTU_461",0.6
"Claveliimonas bilis","OTU_461",-0.6
"Blautia obeum","OTU_463",0.6
"Intestinimonas butyriciproducens","OTU_463",0.6
"Clostridium sp. 10cd*","OTU_465",0.6
"Blautia obeum","OTU_466",0.6
"Clostridium sp. MD294","OTU_471",0.6
"Klebsiella pneumoniae","OTU_473",-0.6
"Ihubacter sp. rT4E-8","OTU_475",0.6
"Bacteroides xylanisolvens","OTU_475",-0.6
"Turicimonas muris","OTU_476",-0.6
"Clostridium sp. 10cd*","OTU_477",-0.6
"Wansuia hejianensis","OTU_480",0.6
"Blautia parvula","OTU_485",0.6
"Roseburia intestinalis","OTU_490",-0.6
"Bacteroides uniformis","OTU_500",0.6
"Staphylococcus aureus","OTU_507",-0.6
"Acutalibacter muris","OTU_508",0.6
"Lawsonibacter asaccharolyticus","OTU_508",0.6
"Flintibacter sp. KGMB00164","OTU_508",0.6
"Intestinimonas butyriciproducens","OTU_508",0.6
"Sporofaciens musculi","OTU_508",0.6
"Faecalibacterium prausnitzii","OTU_509",0.6
"Dorea longicatena","OTU_509",0.6
"Anaerotruncus colihominis","OTU_515",-0.6
"Mediterraneibacter gnavus","OTU_518",0.6
"Eisenbergiella porci","OTU_518",0.6
"Enterocloster bolteae","OTU_529",0.6
"Alistipes shahii","OTU_529",0.6
"Enterocloster asparagiformis","OTU_529",0.6
"Anaerostipes sp. PC18","OTU_529",0.6
"Ligilactobacillus murinus","OTU_530",0.6
"Ligilactobacillus murinus","OTU_534",-0.6
"Enterocloster asparagiformis","OTU_534",0.6
"Bacteroides xylanisolvens","OTU_545",0.6
"Alistipes shahii","OTU_552",0.6
"Duncaniella sp. B8","OTU_555",0.6
"Blautia producta","OTU_555",-0.6
"Pusillibacter faecalis","OTU_555",-0.6
"Alistipes sp. i18-0019-D1","OTU_556",0.6
"Intestinimonas butyriciproducens","OTU_561",-0.6
"Roseburia intestinalis","OTU_564",-0.6
"Muribaculum gordoncarteri","OTU_566",0.6
"Mediterraneibacter gnavus","OTU_566",-0.6
"Bacteroides caccae","OTU_568",0.6
"Bacteroides thetaiotaomicron","OTU_568",0.6
"Bacteroides ovatus","OTU_568",0.6
"Blautia massiliensis (ex Durand et al. 2017)","OTU_570",-0.6
"Sellimonas catena","OTU_570",-0.6
"[Clostridium] hylemonae","OTU_570",-0.6
"Escherichia coli","OTU_570",-0.6
"Lactonifactor longoviformis","OTU_573",-0.6
"Mediterraneibacter gnavus","OTU_574",-0.6
"Eisenbergiella porci","OTU_574",-0.6
"Blautia obeum","OTU_574",-0.6
"Sellimonas intestinalis","OTU_581",0.6
"Mucispirillum schaedleri","OTU_613",-0.6
"Halomonas sp. N3-2A","OTU_613",0.6
"Mus musculus mobilized endogenous polytropic provirus","OTU_613",0.6
"Exiguobacterium sp. N4-1P","OTU_613",0.6
"Blautia massiliensis (ex Durand et al. 2017)","OTU_669",0.6
"Clostridioides difficile","OTU_684",-0.6
"Klebsiella pneumoniae","OTU_861",0.6
"Faecalibaculum rodentium","OTU_861",-0.6
"Vescimonas coprocola","OTU_64",0.594147460216563
"Claveliimonas bilis","OTU_92",0.594147460216563
"Klebsiella pneumoniae","OTU_227",-0.594147460216563
"Turicimonas muris","OTU_239",-0.594147460216563
"Anaerobutyricum hallii","OTU_239",0.594147460216563
"Lactobacillus johnsonii","OTU_239",0.594147460216563
"Flavonifractor plautii","OTU_241",0.594147460216563
"Dysosmobacter welbionis","OTU_241",0.594147460216563
"Oscillibacter hominis","OTU_241",0.594147460216563
"Vescimonas fastidiosa","OTU_241",0.594147460216563
"Enterocloster asparagiformis","OTU_252",0.594147460216563
"Bacteroides caecimuris","OTU_264",-0.594147460216563
"Bacteroides caccae","OTU_264",-0.594147460216563
"Bacteroides thetaiotaomicron","OTU_264",-0.594147460216563
"Bacteroides ovatus","OTU_264",-0.594147460216563
"Bacteroides humanifaecis","OTU_264",-0.594147460216563
"Flavonifractor plautii","OTU_289",0.594147460216563
"Dysosmobacter welbionis","OTU_289",0.594147460216563
"Oscillibacter hominis","OTU_289",0.594147460216563
"Intestinimonas butyriciproducens","OTU_289",0.594147460216563
"Vescimonas fastidiosa","OTU_289",0.594147460216563
"Pseudoflavonifractor gallinarum","OTU_291",0.594147460216563
"Blautia parvula","OTU_291",0.594147460216563
"Enterocloster asparagiformis","OTU_292",0.594147460216563
"Blautia wexlerae","OTU_314",-0.594147460216563
"Anaerobutyricum hallii","OTU_349",0.594147460216563
"Muribaculum gordoncarteri","OTU_393",0.594147460216563
"Alistipes communis","OTU_393",0.594147460216563
"Mediterraneibacter gnavus","OTU_423",-0.594147460216563
"Oscillibacter sp. PEA192","OTU_423",-0.594147460216563
"Blautia parvula","OTU_423",-0.594147460216563
"Muribaculum gordoncarteri","OTU_453",-0.594147460216563
"Turicimonas muris","OTU_453",-0.594147460216563
"Eisenbergiella porci","OTU_479",0.594147460216563
"Enterocloster asparagiformis","OTU_484",0.594147460216563
"Duncaniella sp. B8","OTU_492",-0.594147460216563
"Enterocloster bolteae","OTU_497",0.594147460216563
"Kineothrix sedimenti","OTU_497",0.594147460216563
"Kineothrix sp. MB12-C1","OTU_497",0.594147460216563
"Muribaculum gordoncarteri","OTU_549",0.594147460216563
"[Clostridium] symbiosum","OTU_549",-0.594147460216563
"Kineothrix sp. MB12-C1","OTU_549",-0.594147460216563
"Wansuia hejianensis","OTU_549",-0.594147460216563
"Ligilactobacillus murinus","OTU_1120",0.594147460216563
"Hungatella sp. SB206","OTU_1124",0.594147460216563
"Mediterraneibacter glycyrrhizinilyticus","OTU_1124",0.594147460216563
"Clostridioides difficile","OTU_38",0.59336610396393
"Staphylococcus aureus","OTU_60",-0.59336610396393
"Staphylococcus aureus","OTU_98",-0.59336610396393
"Duncaniella dubosii","OTU_111",-0.59336610396393
"Paramuribaculum intestinale","OTU_111",-0.59336610396393
"[Clostridium] scindens","OTU_111",0.59336610396393
"Enterococcus faecalis","OTU_111",0.59336610396393
"Eisenbergiella porci","OTU_111",0.59336610396393
"Bacteroides xylanisolvens","OTU_111",-0.59336610396393
"Pusillibacter faecalis","OTU_111",0.59336610396393
"Parabacteroides goldsteinii","OTU_111",-0.59336610396393
"Lactonifactor longoviformis","OTU_111",0.59336610396393
"Sodaliphilus pleomorphus","OTU_111",-0.59336610396393
"Sporofaciens musculi","OTU_111",0.59336610396393
"Anaerostipes sp. PC18","OTU_111",0.59336610396393
"Anaerotruncus colihominis","OTU_111",0.59336610396393
"Klebsiella pneumoniae","OTU_133",-0.59336610396393
"Ligilactobacillus murinus","OTU_133",-0.59336610396393
"uncultured Alistipes sp.","OTU_140",0.59336610396393
"Clostridium sp. MD294","OTU_140",-0.59336610396393
"Alistipes onderdonkii","OTU_140",0.59336610396393
"Alistipes shahii","OTU_140",0.59336610396393
"Alistipes senegalensis","OTU_140",0.59336610396393
"Alistipes dispar","OTU_140",0.59336610396393
"Alistipes communis","OTU_140",0.59336610396393
"Alistipes megaguti","OTU_140",0.59336610396393
"Alistipes sp. i18-0019-D1","OTU_140",0.59336610396393
"Lactobacillus johnsonii","OTU_140",-0.59336610396393
"uncultured Alistipes sp.","OTU_151",0.59336610396393
"Clostridium sp. MD294","OTU_151",-0.59336610396393
"Alistipes onderdonkii","OTU_151",0.59336610396393
"Alistipes shahii","OTU_151",0.59336610396393
"Alistipes senegalensis","OTU_151",0.59336610396393
"Alistipes dispar","OTU_151",0.59336610396393
"Alistipes communis","OTU_151",0.59336610396393
"Alistipes megaguti","OTU_151",0.59336610396393
